GENESIS-Tabelle: 21111-9k21
Kommunalprofil: Schulen, Schüler/-innen,;;;;;;;;;;;;;;;;;;
Schulabgänger/-innen und Lehrkräfte an allgemeinbildende;;;;;;;;;;;;;;;;;;
Schulen;;;;;;;;;;;;;;;;;;
Statistik der allgemeinbildenden Schulen;;;;;;;;;;;;;;;;;;
;;;;;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform
;;;;;Insgesamt;Grundschulen;Hauptschulen;Volksschulen;Förderschulen Grund-/Hauptschulen;Förderschulen Realschulen/Gymnasien;Realschulen;PRIMUS-Schulen;Sekundarschulen;Gesamtschulen;Gemeinschaftsschulen;Freie Waldorfschulen;Gymnasien;Weiterbildungskollegs
      Delbrück, Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;421;-;148;-;10;-;137;-;-;-;-;-;126;-
      Delbrück, Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;410;-;112;-;12;-;137;-;-;-;-;-;149;-
      Delbrück, Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;463;-;128;-;29;-;151;-;-;-;-;-;155;-
      Delbrück, Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;431;-;115;-;21;-;137;-;-;-;-;-;158;-
      Delbrück, Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;532;-;150;-;14;-;134;-;-;-;-;-;234;-
      Delbrück, Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;433;-;130;-;19;-;140;-;-;-;-;-;144;-
      Delbrück, Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;420;-;148;-;16;-;137;-;-;-;-;-;119;-
      Delbrück, Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;418;-;152;-;14;-;140;-;-;-;-;-;112;-
      Delbrück, Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;436;-;177;-;15;-;140;-;-;-;-;-;104;-
      Delbrück, Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;389;-;146;-;13;-;147;-;-;-;-;-;83;-
      Delbrück, Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;380;-;189;-;20;-;159;-;-;-;-;-;12;-
      Delbrück, Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;346;-;167;-;27;-;134;-;-;-;-;-;18;-
      Delbrück, Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;345;-;195;-;20;-;126;-;-;-;-;-;4;-
      Delbrück, Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;330;115;-;-;-;-;-;-;-;135;-;-;85;-
      Delbrück, Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;310;110;-;-;-;-;-;-;-;115;-;-;80;-
      Delbrück, Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;300;110;-;-;-;-;-;-;-;105;-;-;85;-
      Delbrück, Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;305;105;-;-;-;-;-;-;-;110;-;-;85;-
      Delbrück, Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;295;100;10;-;-;-;10;-;-;85;-;-;90;-
      Delbrück, Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;293;96;20;-;-;-;18;-;-;70;-;-;89;-
      Delbrück, Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;304;93;38;-;11;-;30;-;-;48;-;-;84;-
      Delbrück, Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;312;89;42;-;15;-;40;-;-;32;-;-;94;-
      Delbrück, Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;315;85;46;-;19;-;49;-;-;19;-;-;97;-
      Delbrück, Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;312;87;51;-;21;-;55;-;-;-;-;-;98;-
      Delbrück, Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;325;92;57;-;25;-;60;-;-;-;-;-;91;-
      Delbrück, Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;314;87;63;-;22;-;59;-;-;-;-;-;83;-
      Delbrück, Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;325;97;65;-;22;-;58;-;-;-;-;-;83;-
      Delbrück, Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;293;91;60;-;21;-;56;-;-;-;-;-;65;-
      Delbrück, Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;296;96;63;-;17;-;55;-;-;-;-;-;65;-
      Delbrück, Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;284;95;63;-;17;-;53;-;-;-;-;-;56;-
      Delbrück, Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;286;101;69;-;18;-;51;-;-;-;-;-;47;-
      Delbrück, Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;269;93;72;-;16;-;52;-;-;-;-;-;36;-
      Hövelhof;2022/23;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2021/22;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2020/21;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2019/20;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2018/19;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2017/18;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2016/17;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2015/16;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2014/15;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2013/14;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2012/13;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2011/12;Schulen;Insgesamt;Anzahl;6;3;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2010/11;Schulen;Insgesamt;Anzahl;6;3;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2009/10;Schulen;Insgesamt;Anzahl;6;3;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2008/09;Schulen;Insgesamt;Anzahl;6;3;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2007/08;Schulen;Insgesamt;Anzahl;6;3;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2006/07;Schulen;Insgesamt;Anzahl;6;3;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2005/06;Schulen;Insgesamt;Anzahl;6;3;1;-;1;-;1;-;-;-;-;-;-;-
      Hövelhof;2022/23;Schüler/-innen;Insgesamt;Anzahl;1545;685;245;-;5;-;610;-;-;-;-;-;-;-
      Hövelhof;2021/22;Schüler/-innen;Insgesamt;Anzahl;1475;675;240;-;5;-;555;-;-;-;-;-;-;-
      Hövelhof;2020/21;Schüler/-innen;Insgesamt;Anzahl;1440;660;255;-;5;-;515;-;-;-;-;-;-;-
      Hövelhof;2019/20;Schüler/-innen;Insgesamt;Anzahl;1435;685;270;-;10;-;470;-;-;-;-;-;-;-
      Hövelhof;2018/19;Schüler/-innen;Insgesamt;Anzahl;1415;655;310;-;15;-;435;-;-;-;-;-;-;-
      Hövelhof;2017/18;Schüler/-innen;Insgesamt;Anzahl;1427;675;321;-;9;-;422;-;-;-;-;-;-;-
      Hövelhof;2016/17;Schüler/-innen;Insgesamt;Anzahl;1385;669;292;-;12;-;412;-;-;-;-;-;-;-
      Hövelhof;2015/16;Schüler/-innen;Insgesamt;Anzahl;1354;660;249;-;7;-;438;-;-;-;-;-;-;-
      Hövelhof;2014/15;Schüler/-innen;Insgesamt;Anzahl;1381;667;254;-;12;-;448;-;-;-;-;-;-;-
      Hövelhof;2013/14;Schüler/-innen;Insgesamt;Anzahl;1395;653;263;-;9;-;470;-;-;-;-;-;-;-
      Hövelhof;2012/13;Schüler/-innen;Insgesamt;Anzahl;1414;666;287;-;7;-;454;-;-;-;-;-;-;-
      Hövelhof;2011/12;Schüler/-innen;Insgesamt;Anzahl;1449;696;289;-;14;-;450;-;-;-;-;-;-;-
      Hövelhof;2010/11;Schüler/-innen;Insgesamt;Anzahl;1463;697;296;-;7;-;463;-;-;-;-;-;-;-
      Hövelhof;2009/10;Schüler/-innen;Insgesamt;Anzahl;1497;708;319;-;8;-;462;-;-;-;-;-;-;-
      Hövelhof;2008/09;Schüler/-innen;Insgesamt;Anzahl;1516;709;308;-;10;-;489;-;-;-;-;-;-;-
      Hövelhof;2007/08;Schüler/-innen;Insgesamt;Anzahl;1573;738;325;-;17;-;493;-;-;-;-;-;-;-
      Hövelhof;2006/07;Schüler/-innen;Insgesamt;Anzahl;1606;768;323;-;15;-;500;-;-;-;-;-;-;-
      Hövelhof;2005/06;Schüler/-innen;Insgesamt;Anzahl;1691;833;342;-;12;-;504;-;-;-;-;-;-;-
      Hövelhof;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;105;-;50;-;5;-;55;-;-;-;-;-;-;-
      Hövelhof;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;130;-;45;-;5;-;80;-;-;-;-;-;-;-
      Hövelhof;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;130;-;60;-;-;-;65;-;-;-;-;-;-;-
      Hövelhof;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;170;-;85;-;5;-;75;-;-;-;-;-;-;-
      Hövelhof;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;175;-;75;-;-;-;95;-;-;-;-;-;-;-
      Hövelhof;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;113;-;45;-;-;-;68;-;-;-;-;-;-;-
      Hövelhof;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;110;-;39;-;5;-;66;-;-;-;-;-;-;-
      Hövelhof;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;137;-;60;-;7;-;70;-;-;-;-;-;-;-
      Hövelhof;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;143;-;63;-;1;-;79;-;-;-;-;-;-;-
      Hövelhof;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;139;-;65;-;3;-;71;-;-;-;-;-;-;-
      Hövelhof;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;131;-;49;-;4;-;78;-;-;-;-;-;-;-
      Hövelhof;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;129;-;48;-;5;-;76;-;-;-;-;-;-;-
      Hövelhof;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;133;-;63;-;4;-;66;-;-;-;-;-;-;-
      Hövelhof;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;150;-;56;-;1;-;93;-;-;-;-;-;-;-
      Hövelhof;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;156;-;54;-;9;-;93;-;-;-;-;-;-;-
      Hövelhof;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;153;-;67;-;4;-;82;-;-;-;-;-;-;-
      Hövelhof;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;148;-;62;-;6;-;80;-;-;-;-;-;-;-
      Hövelhof;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;179;-;79;-;5;-;95;-;-;-;-;-;-;-
      Hövelhof;2022/23;Lehrkräfte;Insgesamt;Anzahl;155;60;45;-;5;-;45;-;-;-;-;-;-;-
      Hövelhof;2021/22;Lehrkräfte;Insgesamt;Anzahl;135;60;35;-;5;-;40;-;-;-;-;-;-;-
      Hövelhof;2020/21;Lehrkräfte;Insgesamt;Anzahl;140;55;40;-;5;-;40;-;-;-;-;-;-;-
      Hövelhof;2019/20;Lehrkräfte;Insgesamt;Anzahl;135;50;40;-;5;-;40;-;-;-;-;-;-;-
      Hövelhof;2018/19;Lehrkräfte;Insgesamt;Anzahl;125;50;40;-;5;-;35;-;-;-;-;-;-;-
      Hövelhof;2017/18;Lehrkräfte;Insgesamt;Anzahl;118;48;34;-;2;-;34;-;-;-;-;-;-;-
      Hövelhof;2016/17;Lehrkräfte;Insgesamt;Anzahl;107;45;25;-;2;-;35;-;-;-;-;-;-;-
      Hövelhof;2015/16;Lehrkräfte;Insgesamt;Anzahl;102;41;26;-;4;-;31;-;-;-;-;-;-;-
      Hövelhof;2014/15;Lehrkräfte;Insgesamt;Anzahl;98;39;27;-;2;-;30;-;-;-;-;-;-;-
      Hövelhof;2013/14;Lehrkräfte;Insgesamt;Anzahl;100;40;29;-;2;-;29;-;-;-;-;-;-;-
      Hövelhof;2012/13;Lehrkräfte;Insgesamt;Anzahl;97;39;26;-;3;-;29;-;-;-;-;-;-;-
      Hövelhof;2011/12;Lehrkräfte;Insgesamt;Anzahl;98;42;23;-;3;-;30;-;-;-;-;-;-;-
      Hövelhof;2010/11;Lehrkräfte;Insgesamt;Anzahl;102;45;24;-;3;-;30;-;-;-;-;-;-;-
      Hövelhof;2009/10;Lehrkräfte;Insgesamt;Anzahl;101;46;24;-;3;-;28;-;-;-;-;-;-;-
      Hövelhof;2008/09;Lehrkräfte;Insgesamt;Anzahl;99;46;21;-;4;-;28;-;-;-;-;-;-;-
      Hövelhof;2007/08;Lehrkräfte;Insgesamt;Anzahl;99;45;24;-;4;-;26;-;-;-;-;-;-;-
      Hövelhof;2006/07;Lehrkräfte;Insgesamt;Anzahl;105;46;26;-;3;-;30;-;-;-;-;-;-;-
      Hövelhof;2005/06;Lehrkräfte;Insgesamt;Anzahl;105;48;26;-;3;-;28;-;-;-;-;-;-;-
      Lichtenau, Stadt;2022/23;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2021/22;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2020/21;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2019/20;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2018/19;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2017/18;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2016/17;Schulen;Insgesamt;Anzahl;4;2;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2015/16;Schulen;Insgesamt;Anzahl;4;2;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2014/15;Schulen;Insgesamt;Anzahl;4;2;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2013/14;Schulen;Insgesamt;Anzahl;4;2;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2012/13;Schulen;Insgesamt;Anzahl;5;3;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2011/12;Schulen;Insgesamt;Anzahl;5;3;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2010/11;Schulen;Insgesamt;Anzahl;5;3;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2009/10;Schulen;Insgesamt;Anzahl;5;3;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2008/09;Schulen;Insgesamt;Anzahl;5;3;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2007/08;Schulen;Insgesamt;Anzahl;5;3;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2006/07;Schulen;Insgesamt;Anzahl;5;3;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2005/06;Schulen;Insgesamt;Anzahl;5;3;1;-;-;-;1;-;-;-;-;-;-;-
      Lichtenau, Stadt;2022/23;Schüler/-innen;Insgesamt;Anzahl;835;435;-;-;-;-;395;-;-;-;-;-;-;-
      Lichtenau, Stadt;2021/22;Schüler/-innen;Insgesamt;Anzahl;770;410;-;-;-;-;360;-;-;-;-;-;-;-
      Lichtenau, Stadt;2020/21;Schüler/-innen;Insgesamt;Anzahl;775;400;-;-;-;-;375;-;-;-;-;-;-;-
      Lichtenau, Stadt;2019/20;Schüler/-innen;Insgesamt;Anzahl;765;390;-;-;-;-;375;-;-;-;-;-;-;-
      Lichtenau, Stadt;2018/19;Schüler/-innen;Insgesamt;Anzahl;770;380;-;-;-;-;390;-;-;-;-;-;-;-
      Lichtenau, Stadt;2017/18;Schüler/-innen;Insgesamt;Anzahl;747;377;-;-;-;-;370;-;-;-;-;-;-;-
      Lichtenau, Stadt;2016/17;Schüler/-innen;Insgesamt;Anzahl;784;396;16;-;-;-;372;-;-;-;-;-;-;-
      Lichtenau, Stadt;2015/16;Schüler/-innen;Insgesamt;Anzahl;777;399;44;-;-;-;334;-;-;-;-;-;-;-
      Lichtenau, Stadt;2014/15;Schüler/-innen;Insgesamt;Anzahl;820;393;74;-;-;-;353;-;-;-;-;-;-;-
      Lichtenau, Stadt;2013/14;Schüler/-innen;Insgesamt;Anzahl;880;412;101;-;-;-;367;-;-;-;-;-;-;-
      Lichtenau, Stadt;2012/13;Schüler/-innen;Insgesamt;Anzahl;922;447;123;-;-;-;352;-;-;-;-;-;-;-
      Lichtenau, Stadt;2011/12;Schüler/-innen;Insgesamt;Anzahl;962;440;152;-;-;-;370;-;-;-;-;-;-;-
      Lichtenau, Stadt;2010/11;Schüler/-innen;Insgesamt;Anzahl;1018;477;176;-;-;-;365;-;-;-;-;-;-;-
      Lichtenau, Stadt;2009/10;Schüler/-innen;Insgesamt;Anzahl;1051;475;173;-;-;-;403;-;-;-;-;-;-;-
      Lichtenau, Stadt;2008/09;Schüler/-innen;Insgesamt;Anzahl;1121;512;174;-;-;-;435;-;-;-;-;-;-;-
      Lichtenau, Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;1176;544;181;-;-;-;451;-;-;-;-;-;-;-
      Lichtenau, Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;1223;547;207;-;-;-;469;-;-;-;-;-;-;-
      Lichtenau, Stadt;2005/06;Schüler/-innen;Insgesamt;Anzahl;1288;591;219;-;-;-;478;-;-;-;-;-;-;-
      Lichtenau, Stadt;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;70;-;-;-;-;-;70;-;-;-;-;-;-;-
      Lichtenau, Stadt;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;65;-;-;-;-;-;65;-;-;-;-;-;-;-
      Lichtenau, Stadt;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;65;-;-;-;-;-;65;-;-;-;-;-;-;-
      Lichtenau, Stadt;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;75;-;-;-;-;-;75;-;-;-;-;-;-;-
      Lichtenau, Stadt;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;45;-;-;-;-;-;45;-;-;-;-;-;-;-
      Lichtenau, Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;74;-;15;-;-;-;59;-;-;-;-;-;-;-
      Lichtenau, Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;70;-;25;-;-;-;45;-;-;-;-;-;-;-
      Lichtenau, Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;90;-;27;-;-;-;63;-;-;-;-;-;-;-
      Lichtenau, Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;79;-;28;-;-;-;51;-;-;-;-;-;-;-
      Lichtenau, Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;88;-;25;-;-;-;63;-;-;-;-;-;-;-
      Lichtenau, Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;101;-;29;-;-;-;72;-;-;-;-;-;-;-
      Lichtenau, Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;100;-;41;-;-;-;59;-;-;-;-;-;-;-
      Lichtenau, Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;103;-;27;-;-;-;76;-;-;-;-;-;-;-
      Lichtenau, Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;113;-;38;-;-;-;75;-;-;-;-;-;-;-
      Lichtenau, Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;106;-;31;-;-;-;75;-;-;-;-;-;-;-
      Lichtenau, Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;136;-;51;-;-;-;85;-;-;-;-;-;-;-
      Lichtenau, Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;128;-;38;-;-;-;90;-;-;-;-;-;-;-
      Lichtenau, Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;111;-;33;-;-;-;78;-;-;-;-;-;-;-
      Lichtenau, Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;75;40;-;-;-;-;40;-;-;-;-;-;-;-
      Lichtenau, Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;80;35;-;-;-;-;40;-;-;-;-;-;-;-
      Lichtenau, Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;75;35;-;-;-;-;40;-;-;-;-;-;-;-
      Lichtenau, Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;65;35;-;-;-;-;35;-;-;-;-;-;-;-
      Lichtenau, Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;65;30;-;-;-;-;35;-;-;-;-;-;-;-
      Lichtenau, Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;57;26;-;-;-;-;31;-;-;-;-;-;-;-
      Lichtenau, Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;57;24;5;-;-;-;28;-;-;-;-;-;-;-
      Lichtenau, Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;59;24;9;-;-;-;26;-;-;-;-;-;-;-
      Lichtenau, Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;61;26;10;-;-;-;25;-;-;-;-;-;-;-
      Lichtenau, Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;64;26;12;-;-;-;26;-;-;-;-;-;-;-
      Lichtenau, Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;74;33;16;-;-;-;25;-;-;-;-;-;-;-
      Lichtenau, Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;70;28;16;-;-;-;26;-;-;-;-;-;-;-
      Lichtenau, Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;72;31;15;-;-;-;26;-;-;-;-;-;-;-
      Lichtenau, Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;73;31;15;-;-;-;27;-;-;-;-;-;-;-
      Lichtenau, Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;73;31;14;-;-;-;28;-;-;-;-;-;-;-
      Lichtenau, Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;72;32;14;-;-;-;26;-;-;-;-;-;-;-
      Lichtenau, Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;78;34;18;-;-;-;26;-;-;-;-;-;-;-
      Lichtenau, Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;78;33;17;-;-;-;28;-;-;-;-;-;-;-
      Paderborn, Stadt;2022/23;Schulen;Insgesamt;Anzahl;44;22;1;-;6;-;4;-;-;3;-;-;6;2
      Paderborn, Stadt;2021/22;Schulen;Insgesamt;Anzahl;45;22;1;-;6;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2020/21;Schulen;Insgesamt;Anzahl;45;22;1;-;6;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2019/20;Schulen;Insgesamt;Anzahl;45;22;1;-;6;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2018/19;Schulen;Insgesamt;Anzahl;43;21;1;-;5;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2017/18;Schulen;Insgesamt;Anzahl;43;21;1;-;5;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2016/17;Schulen;Insgesamt;Anzahl;45;21;3;-;5;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2015/16;Schulen;Insgesamt;Anzahl;46;22;3;-;5;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2014/15;Schulen;Insgesamt;Anzahl;48;22;3;-;7;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2013/14;Schulen;Insgesamt;Anzahl;49;23;3;-;7;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2012/13;Schulen;Insgesamt;Anzahl;49;22;4;-;7;-;5;-;-;3;-;-;6;2
      Paderborn, Stadt;2011/12;Schulen;Insgesamt;Anzahl;49;23;4;-;7;-;5;-;-;2;-;-;6;2
      Paderborn, Stadt;2010/11;Schulen;Insgesamt;Anzahl;50;24;4;-;7;-;5;-;-;2;-;-;6;2
      Paderborn, Stadt;2009/10;Schulen;Insgesamt;Anzahl;50;24;4;-;7;-;5;-;-;2;-;-;6;2
      Paderborn, Stadt;2008/09;Schulen;Insgesamt;Anzahl;51;24;5;-;7;-;5;-;-;2;-;-;6;2
      Paderborn, Stadt;2007/08;Schulen;Insgesamt;Anzahl;51;24;5;-;7;-;5;-;-;2;-;-;6;2
      Paderborn, Stadt;2006/07;Schulen;Insgesamt;Anzahl;51;24;5;-;7;-;5;-;-;2;-;-;6;2
      Paderborn, Stadt;2005/06;Schulen;Insgesamt;Anzahl;51;24;5;-;7;-;5;-;-;2;-;-;6;2
      Paderborn, Stadt;2022/23;Schüler/-innen;Insgesamt;Anzahl;19550;5945;530;-;1000;-;2550;-;-;3015;-;-;6000;510
      Paderborn, Stadt;2021/22;Schüler/-innen;Insgesamt;Anzahl;19170;5700;445;-;980;-;2565;-;-;2970;-;-;5935;575
      Paderborn, Stadt;2020/21;Schüler/-innen;Insgesamt;Anzahl;19120;5535;470;-;970;-;2655;-;-;3040;-;-;5820;630
      Paderborn, Stadt;2019/20;Schüler/-innen;Insgesamt;Anzahl;19065;5410;505;-;935;-;2710;-;-;3065;-;-;5765;675
      Paderborn, Stadt;2018/19;Schüler/-innen;Insgesamt;Anzahl;19355;5430;565;-;905;-;2745;-;-;3110;-;-;5910;690
      Paderborn, Stadt;2017/18;Schüler/-innen;Insgesamt;Anzahl;19494;5434;661;-;898;-;2710;-;-;3108;-;-;5928;755
      Paderborn, Stadt;2016/17;Schüler/-innen;Insgesamt;Anzahl;19605;5398;754;-;880;-;2808;-;-;3053;-;-;5937;775
      Paderborn, Stadt;2015/16;Schüler/-innen;Insgesamt;Anzahl;19656;5318;784;-;925;-;2857;-;-;3005;-;-;5995;772
      Paderborn, Stadt;2014/15;Schüler/-innen;Insgesamt;Anzahl;19892;5297;930;-;991;-;2789;-;-;2896;-;-;6146;843
      Paderborn, Stadt;2013/14;Schüler/-innen;Insgesamt;Anzahl;20125;5380;1077;-;1055;-;2844;-;-;2734;-;-;6168;867
      Paderborn, Stadt;2012/13;Schüler/-innen;Insgesamt;Anzahl;20824;5444;1223;-;1087;-;2933;-;-;2564;-;-;6678;895
      Paderborn, Stadt;2011/12;Schüler/-innen;Insgesamt;Anzahl;21099;5524;1411;-;1128;-;2981;-;-;2383;-;-;6772;900
